[M::mm_idx_gen::38.600*1.49] collected minimizers
[M::mm_idx_gen::43.255*2.94] sorted minimizers
[M::main::43.255*2.94] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::44.599*2.88] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::45.234*2.85] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::180.988*36.47] mapped 28832 sequences
[M::worker_pipeline::194.835*36.74] mapped 27705 sequences
[M::worker_pipeline::227.294*36.83] mapped 28616 sequences
[M::worker_pipeline::252.848*36.71] mapped 28088 sequences
[M::worker_pipeline::271.314*36.92] mapped 28201 sequences
[M::worker_pipeline::288.999*37.90] mapped 28423 sequences
[M::worker_pipeline::304.909*38.49] mapped 27694 sequences
[M::worker_pipeline::327.363*38.46] mapped 27831 sequences
[M::worker_pipeline::352.498*38.43] mapped 27679 sequences
[M::worker_pipeline::372.200*38.91] mapped 27758 sequences
[M::worker_pipeline::394.129*39.12] mapped 27472 sequences
[M::worker_pipeline::411.693*39.44] mapped 26950 sequences
[M::worker_pipeline::429.632*39.96] mapped 27415 sequences
[M::worker_pipeline::459.819*39.49] mapped 26919 sequences
[M::worker_pipeline::486.893*39.50] mapped 26116 sequences
[M::worker_pipeline::504.601*40.11] mapped 26762 sequences
[M::worker_pipeline::529.798*40.24] mapped 26650 sequences
[M::worker_pipeline::555.148*39.83] mapped 27281 sequences
[M::worker_pipeline::577.742*40.03] mapped 27139 sequences
[M::worker_pipeline::598.320*40.39] mapped 27520 sequences
[M::worker_pipeline::626.736*40.22] mapped 26439 sequences
[M::worker_pipeline::770.774*34.83] mapped 25938 sequences
[M::worker_pipeline::779.150*34.46] mapped 26907 sequences
[M::worker_pipeline::815.588*34.58] mapped 27174 sequences
[M::worker_pipeline::840.139*34.95] mapped 27136 sequences
[M::worker_pipeline::1039.411*37.16] mapped 25798 sequences
[M::worker_pipeline::1400.487*38.86] mapped 16010 sequences
[M::worker_pipeline::1987.341*41.20] mapped 21642 sequences
[M::worker_pipeline::2129.944*41.36] mapped 22199 sequences
[M::worker_pipeline::2264.047*41.70] mapped 22415 sequences
[M::worker_pipeline::2385.190*42.18] mapped 26300 sequences
[M::worker_pipeline::2410.997*42.26] mapped 27311 sequences
[M::worker_pipeline::2427.708*42.32] mapped 27639 sequences
[M::worker_pipeline::2451.495*42.35] mapped 27346 sequences
