[M::mm_idx_gen::38.291*1.50] collected minimizers
[M::mm_idx_gen::42.729*2.84] sorted minimizers
[M::main::42.729*2.84] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::44.112*2.78] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::44.760*2.75] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::105.527*23.34] mapped 37340 sequences
[M::worker_pipeline::154.349*24.95] mapped 36813 sequences
[M::worker_pipeline::215.200*25.41] mapped 33410 sequences
[M::worker_pipeline::267.861*28.33] mapped 45020 sequences
[M::worker_pipeline::329.137*30.33] mapped 42762 sequences
[M::worker_pipeline::382.458*31.02] mapped 38766 sequences
[M::worker_pipeline::466.312*31.02] mapped 37788 sequences
[M::worker_pipeline::535.414*30.48] mapped 37559 sequences
[M::worker_pipeline::629.078*29.46] mapped 40628 sequences
[M::worker_pipeline::723.105*29.12] mapped 36409 sequences
[M::worker_pipeline::808.289*29.21] mapped 31839 sequences
[M::worker_pipeline::866.931*29.72] mapped 37772 sequences
[M::worker_pipeline::942.710*29.98] mapped 41369 sequences
[M::worker_pipeline::1049.427*29.03] mapped 39851 sequences
[M::worker_pipeline::1168.304*28.64] mapped 12218 sequences
[M::worker_pipeline::1258.941*28.22] mapped 44769 sequences
[M::worker_pipeline::1371.008*27.85] mapped 38600 sequences
[M::worker_pipeline::1478.099*27.94] mapped 20064 sequences
[M::worker_pipeline::1549.428*28.01] mapped 43846 sequences
[M::worker_pipeline::1668.810*27.39] mapped 38796 sequences
[M::worker_pipeline::1934.588*25.61] mapped 39646 sequences
[M::worker_pipeline::1945.345*25.50] mapped 37122 sequences
[M::worker_pipeline::2066.490*25.44] mapped 34574 sequences
[M::worker_pipeline::2228.723*24.79] mapped 31209 sequences
[M::worker_pipeline::2327.459*24.69] mapped 41139 sequences
[M::worker_pipeline::2455.645*24.48] mapped 35185 sequences
[M::worker_pipeline::2617.245*23.86] mapped 37033 sequences
[M::worker_pipeline::2689.961*24.01] mapped 40253 sequences
[M::worker_pipeline::2798.041*24.07] mapped 35057 sequences
[M::worker_pipeline::2900.889*24.04] mapped 35629 sequences
[M::worker_pipeline::3003.454*24.10] mapped 31197 sequences
[M::worker_pipeline::3117.037*23.85] mapped 40508 sequences
[M::worker_pipeline::3233.135*23.71] mapped 36902 sequences
[M::worker_pipeline::3295.639*23.97] mapped 34343 sequences
[M::worker_pipeline::3383.100*24.09] mapped 37845 sequences
[M::worker_pipeline::3508.414*23.92] mapped 37531 sequences
[M::worker_pipeline::3702.369*23.35] mapped 35191 sequences
[M::worker_pipeline::3764.304*23.59] mapped 41281 sequences
[M::worker_pipeline::3857.252*23.69] mapped 35073 sequences
[M::worker_pipeline::3941.622*23.71] mapped 36266 sequences
[M::worker_pipeline::4175.573*23.43] mapped 35262 sequences
[M::worker_pipeline::4189.663*23.38] mapped 40104 sequences
[M::worker_pipeline::4271.022*23.55] mapped 37849 sequences
[M::worker_pipeline::4373.832*23.54] mapped 36207 sequences
[M::worker_pipeline::4557.365*23.20] mapped 29885 sequences
[M::worker_pipeline::4677.146*23.12] mapped 38202 sequences
[M::worker_pipeline::4790.075*23.12] mapped 37432 sequences
[M::worker_pipeline::4875.907*23.25] mapped 27789 sequences
[M::worker_pipeline::4975.267*23.24] mapped 31305 sequences
[M::worker_pipeline::5112.582*23.15] mapped 37322 sequences
[M::worker_pipeline::5189.077*23.28] mapped 37187 sequences
[M::worker_pipeline::5380.169*22.94] mapped 38916 sequences
[M::worker_pipeline::5482.171*22.98] mapped 33034 sequences
[M::worker_pipeline::5570.259*23.00] mapped 32152 sequences
[M::worker_pipeline::5638.487*23.15] mapped 40236 sequences
[M::worker_pipeline::5817.419*22.81] mapped 46088 sequences
[M::worker_pipeline::5918.879*22.84] mapped 38630 sequences
[M::worker_pipeline::5979.081*22.94] mapped 45265 sequences
[M::worker_pipeline::6077.326*22.97] mapped 40599 sequences
[M::worker_pipeline::6188.953*22.94] mapped 32369 sequences
[M::worker_pipeline::6496.860*22.51] mapped 40404 sequences
[M::worker_pipeline::6506.841*22.49] mapped 39039 sequences
[M::worker_pipeline::6614.687*22.55] mapped 36910 sequences
[M::worker_pipeline::6694.582*22.64] mapped 37147 sequences
[M::worker_pipeline::6761.778*22.76] mapped 30295 sequences
[M::worker_pipeline::6829.122*22.87] mapped 40171 sequences
[M::worker_pipeline::6894.356*22.97] mapped 40311 sequences
[M::worker_pipeline::6974.119*23.04] mapped 37125 sequences
[M::worker_pipeline::7057.960*23.08] mapped 32938 sequences
[M::worker_pipeline::7182.283*23.05] mapped 38714 sequences
[M::worker_pipeline::7395.280*22.74] mapped 31038 sequences
[M::worker_pipeline::7479.689*22.75] mapped 39217 sequences
[M::worker_pipeline::7544.336*22.89] mapped 31350 sequences
[M::worker_pipeline::7641.082*22.95] mapped 35952 sequences
[M::worker_pipeline::7740.129*22.96] mapped 36825 sequences
[M::worker_pipeline::7808.300*23.06] mapped 35585 sequences
[M::worker_pipeline::7874.967*23.16] mapped 36515 sequences
[M::worker_pipeline::7954.033*23.22] mapped 35686 sequences
[M::worker_pipeline::8042.709*23.24] mapped 38585 sequences
[M::worker_pipeline::8096.287*23.31] mapped 38502 sequences
[M::worker_pipeline::8264.976*23.28] mapped 33832 sequences
[M::worker_pipeline::8272.260*23.26] mapped 36625 sequences
[M::worker_pipeline::8423.930*23.25] mapped 34509 sequences
[M::worker_pipeline::8481.286*23.36] mapped 35827 sequences
[M::worker_pipeline::8616.058*23.22] mapped 43480 sequences
[M::worker_pipeline::8759.475*23.13] mapped 36448 sequences
[M::worker_pipeline::8846.169*23.17] mapped 38098 sequences
[M::worker_pipeline::8915.437*23.23] mapped 36175 sequences
[M::worker_pipeline::8993.366*23.28] mapped 36569 sequences
[M::worker_pipeline::9068.345*23.33] mapped 35029 sequences
[M::worker_pipeline::9142.371*23.39] mapped 38339 sequences
[M::worker_pipeline::9224.603*23.48] mapped 33559 sequences
[M::worker_pipeline::9303.575*23.53] mapped 39786 sequences
[M::worker_pipeline::9352.944*23.62] mapped 36485 sequences
[M::worker_pipeline::9424.789*23.69] mapped 34154 sequences
[M::worker_pipeline::9541.792*23.66] mapped 33017 sequences
[M::worker_pipeline::9692.996*23.54] mapped 39701 sequences
[M::worker_pipeline::9799.719*23.50] mapped 39080 sequences
[M::worker_pipeline::9889.822*23.53] mapped 28980 sequences
[M::worker_pipeline::9931.871*23.64] mapped 41074 sequences
[M::worker_pipeline::10127.796*23.58] mapped 34148 sequences
[M::worker_pipeline::10140.546*23.56] mapped 34407 sequences
[M::worker_pipeline::10212.509*23.68] mapped 38084 sequences
[M::worker_pipeline::10329.275*23.62] mapped 36190 sequences
[M::worker_pipeline::10425.595*23.63] mapped 37534 sequences
[M::worker_pipeline::10476.350*23.70] mapped 37700 sequences
